business_name,trade,city,site_url,phone,address,place_id
"Delaney's Electric, Inc.",electrician,Fort Collins, CO,https://www.delaney-electric.com/,+1 970-834-1715,"41495 Co Rd 37, Ault, CO 80610",ChIJ0xO7Tru-bocRqUU_ztDe0Tk
"Avery Electric Inc",electrician,Fort Collins, CO,http://www.averyelectricinc.com/,+1 970-493-3027,"2006 E Lincoln Ave, Fort Collins, CO 80524",ChIJ7wzIljK1bocRQMTR1QUXIRo
"Three Crowns Electric | Fort Collins",electrician,Fort Collins, CO,https://www.threecrownselectric.com/locations/fort-collins/,+1 970-398-4709,"242 Linden St 1st Floor, Fort Collins, CO 80524",ChIJdS67ueBLaYcRTND1LyahJ8I
"All Circuits Electrical",electrician,Fort Collins, CO,http://allcircuitselectrical.net/,+1 970-632-5145,"309 Lincoln Ct, Fort Collins, CO 80524",ChIJR3H_UtZLaYcR0MHijDNSnec
"Lamb Electric",electrician,Fort Collins, CO,https://lambelectricfortcollins.com/,+1 970-581-4057,"2220 Franklin Rd, Fort Collins, CO 80524",ChIJ9R-cjm81aYcRZJwAQOOVTyM
"Grason Electric",electrician,Fort Collins, CO,http://grasonelectric.com/,+1 970-852-4480,"209 Commerce Dr Unit 1, Fort Collins, CO 80524",ChIJAQBsaGRKaYcRqReF3QhJ1Wc
"Lockhart Electric LLC",electrician,Fort Collins, CO,https://lockhartelec.com/,+1 970-966-5451,"453a Industrial Dr, Fort Collins, CO 80524",ChIJr1plDQJLaYcRHEejYAFzL5U
"Collins Control & Electrical Inc.",electrician,Fort Collins, CO,https://collins-control.com/,+1 970-484-8696,"2649 E Mulberry St Ste 16, Fort Collins, CO 80524",ChIJs58efeG0bocRuo6jnUjrYo8
"TJ's Electric Inc",electrician,Fort Collins, CO,http://tjselectricnoco.com/,+1 970-573-9169,"6440 Kimmer Ln, Fort Collins, CO 80524",ChIJbdrs9z5TaYcRzlt5Rmt0Yec
"Solar Pathways Energy & Electrical",electrician,Fort Collins, CO,http://www.solarpathways.com/,+1 970-449-6270,"155 Boardwalk Dr Unit 507, Fort Collins, CO 80525",ChIJTU9S6j_2uEURQ9Eg0VOO-V0
"Daniels Electric",electrician,Fort Collins, CO,https://danielselectricco.com/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-listing,+1 970-465-9631,"4514 Ketchum Dr, Wellington, CO 80549",ChIJ20YCfRrLbocRgQtctetdFIQ
"Mountain States Electronics",electrician,Fort Collins, CO,https://mountainstateselectronics.com/,+1 970-484-1044,"101 N Link Ln, Fort Collins, CO 80524",ChIJDbSeCwdLaYcRaGWnLUAmiCs
"Colorado's Reliable Electric",electrician,Fort Collins, CO,https://co-reliableelectric.com/,+1 970-658-5596,"832 E Lincoln Ave #1A, Fort Collins, CO 80524",ChIJ3_JObNBLaYcRytT_Gp6upzQ
"Rocky Mountain Install - Audio, Video, Data & Security",electrician,Fort Collins, CO,http://rockymtninstall.com/,+1 970-670-0255,"742 Wagonwheel Dr, Fort Collins, CO 80526",ChIJ7YjonxFLaYcReNY_MdGWhi4
"Kinetic Electric, LLC",electrician,Fort Collins, CO,https://www.kineticelectricnoco.com/,+1 970-817-3159,"1307 N College Ave, Fort Collins, CO 80524",ChIJmYGsEEFKaYcRqh6f3WfW6pQ
"SEC Electrical Services, LLC",electrician,Fort Collins, CO,https://usmapiz.org/details/sec-electrical-services-llc-ChIJGdN,+1 970-219-3892,"3362 White Buffalo Dr, Wellington, CO 80549",ChIJGdN0n2_LbocRScQnuT3ZqTg
"Crescent Electric Supply Company",electrician,Fort Collins, CO,https://www.crescentelectric.com/%3Futm_source%3Dlocal-search%26utm_medium%3Dlink-click%26utm_campaign%3Dyext,+1 970-484-4333,"1404 E Magnolia St, Fort Collins, CO 80524",ChIJlUiDvMNKaYcRddhfYSc-P8I
"Consolidated Electrical Distributors",electrician,Fort Collins, CO,https://cedfortcollins.portalced.com/,+1 970-484-4377,"2025 Sharp Point Dr, Fort Collins, CO 80525",ChIJo4IGMMy0bocRW6eXI4UfqDQ
