business_name,trade,city,site_url,phone,address,place_id
"PlumbSmart Plumbing Heating and Air",plumber,Colorado Springs, CO,https://itsjustplumbsmart.com/colorado-springs-co-plumbers/,+1 719-225-7272,"2492 Waynoka Rd, Colorado Springs, CO 80915",ChIJH7iK6OWiOwwRwhK9346bTwI
"Lujan Plumbing Services & Installations",plumber,Colorado Springs, CO,http://www.lujanpsi.com/,+1 719-425-0870,"8080 Industry Rd unit 8, Colorado Springs, CO 80951",ChIJMREzXXmifmURJbZsta24FLA
"Water Heater Pros",plumber,Colorado Springs, CO,http://www.waterheaterprosco.com/,+1 719-229-5555,"3415 Chelton Loop S Unit B, Colorado Springs, CO 80909",ChIJQfkEsb40E4cRotho48Vrlh4
"Roto-Rooter Plumbing & Water Cleanup",plumber,Colorado Springs, CO,https://www.rotorooter.com/coloradosprings/%3Futm_source%3DGoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb%26utm_content%3Dwebsite,+1 719-619-4003,"4615 Town Center Dr, Colorado Springs, CO 80916",ChIJXyeAX3xGE4cRwV2DwXSUd0E
"Olson Plumbing & Heating Co",plumber,Colorado Springs, CO,https://olsonph.com/,+1 719-635-3563,"2500 Centennial Blvd, Colorado Springs, CO 80907",ChIJpcn5cyRFE4cRRC2ePbPN47w
"Always Plumbing & Heating, Inc",plumber,Colorado Springs, CO,https://alwaysph.com/,+1 719-510-1306,"4640 Ridgeglen Rd, Colorado Springs, CO 80918",ChIJu4dAhjxPE4cRqr13Mu0YAyo
"Sveagle Plumbing, Heating, and Cooling",plumber,Colorado Springs, CO,https://sveagle.com/,+1 719-752-8443,"3735 E St Vrain St, Colorado Springs, CO 80909",ChIJkdawEVlFE4cRc4M9SEuGy30
"Colorado Best Plumbing",plumber,Colorado Springs, CO,https://coloradobestplumbers.com/,+1 719-417-8876,"413 Security Blvd #2310, Colorado Springs, CO 80911",ChIJCW9_aXBBE4cRWoLwiMoj6AA
"BenTek Plumbing & Mechanical",plumber,Colorado Springs, CO,http://www.bentekplumbing.com/,+1 719-402-3888,"5525 Erindale Dr Ste 254, Colorado Springs, CO 80918",ChIJhVs98x1PE4cRHVcde8aPhj8
"Jolly Plumbing & Heating, Inc.",plumber,Colorado Springs, CO,https://www.jollyplumbing.net/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb,+1 719-473-8545,"905 Yuma St, Colorado Springs, CO 80909",ChIJV1BezrhFE4cRWzhpr31Andk
"Allright Plumbing & Heating, Inc",plumber,Colorado Springs, CO,https://www.allrightplumbingandhvac.com/,+1 719-597-1099,"5625 Appaloosa Dr, Colorado Springs, CO 80923",ChIJ6VsloOZIE4cRCZna55flQGM
"Team Plumbing",plumber,Colorado Springs, CO,https://www.teamplumbing.com/,+1 719-226-0711,"2042 Aerotech Dr, Colorado Springs, CO 80916",ChIJmfvFobZGE4cRT0T0_hayQhg
"Three Amigos Plumbing",plumber,Colorado Springs, CO,https://threeamigosplumbingco.com/,+1 719-597-6763,"2283 Waynoka Rd Ste E, Colorado Springs, CO 80915",ChIJv3TnrmZHE4cRWZx4O6OYRfk
