business_name,trade,city,site_url,phone,address,place_id
"Wiseman Roofing",roofer,Colorado Springs, CO,https://wisemanroofing.com/,+1 719-722-9067,"165 Baldridge View, Colorado Springs, CO 80916",ChIJ9dQ1Q8FHE4cRkS3FxN_fCoI
"Holladay Grace Roofing",roofer,Colorado Springs, CO,http://holladaygrace.com/,+1 719-596-0733,"7917 Red Granite Loop, Colorado Springs, CO 80939",ChIJpSoH_-hHE4cRnRU6ZqwA0nU
"Upfront Restoration & Roofing",roofer,Colorado Springs, CO,https://upfrontrnr.com/,+1 719-799-3526,"3510 Austin Bluffs Pkwy #5, Colorado Springs, CO 80918",ChIJ9aEz4PxFE4cR-zdQPBzEOp8
"Total Roofing & Restoration",roofer,Colorado Springs, CO,https://www.totalroofingco.com/%3Futm_source%3Dgooglemybusiness%26utm_medium%3Dorganic%26utm_campaign%3Dgmb,+1 719-591-4947,"1020 Ford St Unit-F, Colorado Springs, CO 80915",ChIJz4iIPUlGE4cR2tUvM1k_v0s
"All Area Construction & Roofing, LLC",roofer,Colorado Springs, CO,https://www.allarearoofs.com/,+1 719-453-5080,"7776 Stockton Dr, Fountain, CO 80817",ChIJ5dLBLxnM3owRTU56HHpMzpE
"Grand Line Roofing",roofer,Colorado Springs, CO,https://www.grandlineroofing.com/,+1 719-510-3551,"6745 President Ave, Colorado Springs, CO 80911",ChIJjcqiCiJFE4cRL3Jx55xYc20
"Reynolds Roofing Systems",roofer,Colorado Springs, CO,https://reynoldsroofingsystems.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-listing,+1 719-368-7654,"2812 N Prospect St, Colorado Springs, CO 80907",ChIJdym0johPE4cRJlct8rZ0tVw
"Excel Construction Group",roofer,Colorado Springs, CO,https://www.excelcg.com/colorado/el-paso-county/colorado-springs/,+1 719-257-7500,"19 N Union Blvd, Colorado Springs, CO 80909",ChIJWZIx4atFE4cRgccul12rL-Q
"Titanium Ridge Exteriors LLC",roofer,Colorado Springs, CO,http://www.titaniumridgeexteriors.com/,+1 719-412-1653,"4112 Round Hill Dr, Colorado Springs, CO 80922",ChIJy1fm8jvo32MRcV2cviPjZ8Y
"Mountview Skylights and Roof Repair",roofer,Colorado Springs, CO,http://www.mountviewskylights.com/,+1 719-536-9560,"2605 Antietam Ln, Colorado Springs, CO 80920",ChIJuaB-lUNME4cRrK2z4PURiyw
"Knight's Restoration LTD",roofer,Colorado Springs, CO,https://knightsroofs.com/,+1 719-900-3645,"3609 Austin Bluffs Pkwy Ste 301 Unit 1002, Colorado Springs, CO 80918",ChIJcQfB9LpPE4cRaKtU47IiQao
"Mountain View Roofing And Construction LLC",roofer,Colorado Springs, CO,https://mountainviewroofingcolorado.com/,+1 719-761-7036,"31 N Tejon St #305, Colorado Springs, CO 80903",ChIJX_i0eflFE4cRJTUi_60pqMM
"Peak View Roofing",roofer,Colorado Springs, CO,https://peakviewroofing.com/,+1 719-380-7663,"2260 Waynoka Rd, Colorado Springs, CO 80915",ChIJm-uAV3xGE4cRCRiAgnXB8Y0
"Rocky mountain roofing and construction",roofer,Colorado Springs, CO,http://www.rockymountainrac.com/,+1 719-375-8581,"7414 Straggler Cir, Colorado Springs, CO 80922",ChIJqZPvDENIE4cRLoJUIL713zQ
"K&D Roofing and Construction",roofer,Colorado Springs, CO,https://kdroofingcolorado.com/,+1 719-822-7600,"4164 Austin Bluffs Pkwy, Colorado Springs, CO 80918",ChIJ11GAxrJPE4cR6syI0RBCYgA
"Campbell Roofing, Inc.",roofer,Colorado Springs, CO,http://www.campbellroofinginc.com/,+1 719-573-9395,"5027 List Dr, Colorado Springs, CO 80919",ChIJtV0UfmVPE4cRRiGRQX1D_Mc
"On Top Roofing & Restoration",roofer,Colorado Springs, CO,http://www.ontoproof.com/,+1 719-432-9886,"4539 E Platte Ave, Colorado Springs, CO 80915",ChIJizpr5vBOE4cR6Tu4OwMj4dI
"High Point Roofing",roofer,Colorado Springs, CO,http://www.highpointroofingcolorado.com/,+1 719-375-8850,"5555 Erindale Dr STE 200, Colorado Springs, CO 80918",ChIJ8csvknZIE4cRnfXD6xUQEOI
"Trafton Roofing & Repair Service",roofer,Colorado Springs, CO,https://www.traftonroofingandrepair.com/,+1 719-634-3026,"317 E Arvada St, Colorado Springs, CO 80905",ChIJlUmNXOhEE4cRzS6jLPJf71A
"Restoration Colorado Roofing",roofer,Colorado Springs, CO,http://www.restorationcoloradoroofing.com/,+1 719-635-7310,"1950 Victor Pl #140, Colorado Springs, CO 80915",ChIJcyu6EO1PE4cRmpqoylcEwwo
"719 Roofing & Exteriors",roofer,Colorado Springs, CO,http://www.719roofing.com/,+1 719-510-3990,"6455 N Union Blvd #201, Colorado Springs, CO 80918",ChIJo1fVmv5PE4cRguSykxoxHnw
"Amber Peak Roofing",roofer,Colorado Springs, CO,https://amberpeakroofing.com/,+1 719-247-2672,"902 N Circle Dr, Colorado Springs, CO 80909",ChIJJ9NnsulFE4cRrLcZGQrswyg
"Safe Plus Roofing Colorado Springs",roofer,Colorado Springs, CO,https://safeplusroofing.com/colorado-springs-co/,+1 719-259-0909,"858 London Green Way, Colorado Springs, CO 80906",ChIJHw5SgjpDE4cRY1CRfU1fSTo
"Rocky Top Construction",roofer,Colorado Springs, CO,http://www.rockytoproofingco.com/,+1 719-494-6225,"8135 Swan Rd, Colorado Springs, CO 80908",ChIJ8-2I8L1HE4cRU--9aQOR_IU
"Cobalt Roofing",roofer,Colorado Springs, CO,http://www.cobaltroofing.com/,+1 719-465-2687,"3917 Van Teylingen Dr, Colorado Springs, CO 80917",ChIJOXlJcmBPE4cRdlUZ_hzQvvo
"L.E. Roofing",roofer,Colorado Springs, CO,https://leroofing.com/,+1 719-406-8623,"1706 N Circle Dr, Colorado Springs, CO 80909",ChIJH_EsGEVaiSsRtCkTfs4cxyw
"JRB Enterprises",roofer,Colorado Springs, CO,https://www.jrbenterprisesinc.com/,+1 719-358-6484,"902 N Circle Dr Ste 103, Colorado Springs, CO 80909",ChIJmTU7vLhFE4cRcII6Xopk_jg
"Royalty Roofing",roofer,Colorado Springs, CO,https://royaltyroofing.com/colorado/%3Futm_source%3Dgbp%26utm_medium%3Dorganic%26utm_campaign%3Dwebsite,+1 719-495-9170,"7933 Red Granite Loop, Colorado Springs, CO 80939",ChIJWa_Y6uxPE4cRurG0yEa03Sg
"D&E Roofing",roofer,Colorado Springs, CO,http://danderoofing.com/,+1 407-692-6576,"821 N Main St, Kissimmee, FL 34744",ChIJrXs0nhyF3YgR-SI4kOWe3E0
