business_name,trade,city,site_url,phone,address,place_id
"SoCo Heating and Cooling",electrician,Colorado Springs, CO,https://www.socoheatingandcooling.com/service-areas/colorado-springs%3Futm_source%3Dgoogle-gbp%26utm_medium%3Dorganic%26utm_campaign%3D*356*soco-heating-colorado-springs,+1 719-551-2232,"3013 N Hancock Ave, Colorado Springs, CO 80907",ChIJhf6yaYxRE4cRqcuk3ul1wfY
"Woods Contracting",electrician,Colorado Springs, CO,http://wireworkscoinc.com/,+1 719-492-6955,"685 Citadel Dr E ste 410, Colorado Springs, CO 80909",ChIJOUJioZ1FE4cRWRnFtlFlecY
"Apache Electric & Maintenance, Inc.",electrician,Colorado Springs, CO,http://www.apacheelec.com/,+1 719-208-4161,"553 E Cimarron St, Colorado Springs, CO 80903",ChIJ0ZViAWtFE4cROBPk-j4P8Hk
"The Speedy Electricians of Colorado Springs",electrician,Colorado Springs, CO,https://www.thespeedyelectricians.com/colorado-springs/,+1 719-306-0500,"2435 Research Pkwy, Colorado Springs, CO 80920",ChIJWxuE2NtNE4cR9t9aimqFU80
"Super B Electric LLC",electrician,Colorado Springs, CO,https://www.superbelectricllc.com/,+1 719-669-9628,"6410 Pawnee Cir, Colorado Springs, CO 80915",ChIJh293zJkkNS8R6nzktNttpik
"JRD Electric",electrician,Colorado Springs, CO,https://www.jrdelectrical.com/,+1 719-649-4691,"2816 Willamette Pl D, Colorado Springs, CO 80909",ChIJlaPfOBamSAIRscq35f3YiJ8
"Mountain Pro Electric",electrician,Colorado Springs, CO,https://mountainproelectric.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,+1 719-359-9055,"7215 E U.S. Hwy 24 #115, Colorado Springs, CO 80915",ChIJU_BoQSNPE4cR675XVkDXRcU
"FREEDOM Electric & Lighting, LLC",electrician,Colorado Springs, CO,https://freedomelectriclighting.com/,+1 719-437-7802,"10920 Redington Dr, Peyton, CO 80831",ChIJJ2iN593VWKMRNoZ1TTAfqjw
"Advanced Electric Group",electrician,Colorado Springs, CO,http://www.advancedelectricgroup.com/,+1 719-694-2120,"7225 US-24 Ste 125, Colorado Springs, CO 80915",ChIJy0lujvxFE4cRTtxg7FcZagA
"Reliant Electric",electrician,Colorado Springs, CO,http://www.reliantelectriccolorado.com/,+1 719-244-0513,"2590 Reveille Dr, Colorado Springs, CO 80921",ChIJzb8v_hxME4cRMWsjCIfBDX0
"Blazer Electric Supply Company Colorado Springs",electrician,Colorado Springs, CO,https://www.buyblazer.com/,+1 719-596-1333,"6125 Omaha Blvd, Colorado Springs, CO 80915",ChIJ17Td7E5GE4cRk6ij3mvacl4
"Elevated Electric",electrician,Colorado Springs, CO,https://elevatedelectric.co/,+1 719-354-3704,"41 Circle Dr, Florissant, CO 80816",ChIJqSsXja2crW0RBYK_j7r32F8
"Energy Resource Center",electrician,Colorado Springs, CO,http://www.erc-co.org/,+1 719-591-0772,"540 E Cimarron St, Colorado Springs, CO 80903",ChIJs0tUdkVGE4cRXjMq2Ah8YXs
"SunPower®",electrician,Colorado Springs, CO,https://us.sunpower.com/,+1 800-377-4480,"5526 N Academy Blvd #206, Colorado Springs, CO 80918",ChIJd66xV9pRE4cR9O_Kzg-d3ao
"Valley Electric",electrician,Colorado Springs, CO,https://www.valleyelectric.co/,+1 719-930-6022,"3430 Quail Lake Rd #153, Colorado Springs, CO 80906",ChIJhxQyUTZAE4cRe7_D8iEyqnA
"Rocky Mountain Electric",electrician,Colorado Springs, CO,http://rockymountainelectric.org/,+1 719-229-6633,"3508 E St Vrain St, Colorado Springs, CO 80909",ChIJbwbpuR1GE4cRn1jw-ttmhIQ
"Trinity Electric LLC",electrician,Colorado Springs, CO,http://www.trinityelectric719.com/,+1 719-424-9744,"1306 Margo Ln, Colorado Springs, CO 80909",ChIJ-VutP5BFE4cRMGvfRWwjalQ
"Bee Electric LLC",electrician,Colorado Springs, CO,https://b-electric.us/,+1 719-367-7785,"Colorado Springs, CO 80920",ChIJKR--QPtIE4cRSpX87bNtB08
"Independent Electrical Contractors Assoc. - Southern Colorado Chapter",electrician,Colorado Springs, CO,http://www.iecscc.org/,+1 719-596-3688,"2345 N Academy Blvd, Colorado Springs, CO 80909",ChIJN2zPwfxFE4cRsIdPzPyGeSI
"Ross Electric",electrician,Colorado Springs, CO,http://www.rosselectric.com/,+1 719-495-4003,"1555 Paonia St, Colorado Springs, CO 80915",ChIJu36faGdGE4cRKQdrWdL2AXE
"Sparkz Electrical",electrician,Colorado Springs, CO,https://sparkzelectrical.com/,+1 719-888-0446,"102 S Tejon St #1100, Colorado Springs, CO 80903",ChIJhfFcz9_ZggMRA9KWSQPxT8M
"The way: Electrical solutions",electrician,Colorado Springs, CO,https://www.thewayelectricalllc.com/,+1 719-492-9009,"380 Crestone Ln, Colorado Springs, CO 80905",ChIJq16_69ERjY4RLV9Ih6JtQgo
"Ace Electric",electrician,Colorado Springs, CO,http://www.coloradoaceelectric.com/,+1 719-686-0043,"420 E Pikes Peak Ave, Woodland Park, CO 80863",ChIJv07bslVRa4cRISo_6JGdNag
"Peak Lighting",electrician,Colorado Springs, CO,https://peak-lighting.com/,+1 719-531-5200,"4315 Sinton Rd, Colorado Springs, CO 80907",ChIJk12XP8lPE4cRjo6wB_yueI0
"Spectrum Lighting",electrician,Colorado Springs, CO,https://spectrumlight.com/%3Futm_source%3Dgbp%26utm_medium%3Dorganic%26utm_campaign%3Dgbp-listing,+1 719-520-5167,"2255 Spectra Dr, Colorado Springs, CO 80904",ChIJdSlLm8NaE4cRdZLP1qOOq5k
"IBEW Local 113",electrician,Colorado Springs, CO,http://www.ibew113.com/,+1 719-633-3872,"2150 Naegele Rd, Colorado Springs, CO 80904",ChIJb11x7LhaE4cR322iA-Bml_k
"KW Restoration",electrician,Colorado Springs, CO,https://www.coloradowaterrestoration.com/,+1 719-867-4299,"1312 Pecan St, Colorado Springs, CO 80904",ChIJMa8OXI5PE4cRkayXIhjeowo
