business_name,trade,city,site_url,phone,address,place_id
"Piper Electric Co",electrician,Lakewood, CO,http://www.piperelectric.com/,+1 303-422-9219,"5550 W 60th Ave, Arvada, CO 80003",ChIJP-QyodmHa4cRgV22lQVF6dM
"Merrill Auto Electric",electrician,Lakewood, CO,http://www.merrillautoandelectric.com/,+1 303-274-2006,"2525 Kipling St, Lakewood, CO 80215",ChIJn1zmFI6Ga4cRinfiSpthKh4
"Interstate Electric and Solar",electrician,Lakewood, CO,https://ieands.com/,+1 720-621-2466,"11887 W Bowles Cir, Littleton, CO 80127",ChIJbZB9gHV_a4cRIj3s9WDuqQI
"Fix-it 24/7 Plumbing, Heating, Air & Electric",electrician,Lakewood, CO,https://www.fixmyhome.com/%3Futm_source%3Dgbp%26utm_medium%3Dbusinesslisting%26utm_campaign%3Dden_fix_listing_gbp-golden_brand_na_0226,+1 720-307-3351,"16360 Table Mountain Pkwy, Golden, CO 80403",ChIJj1qiOWSFa4cR_JdcRzuoeB4
"Altitude Electric LLC",electrician,Lakewood, CO,http://www.altitudeelectric.com/,+1 303-816-6999,"19336 Goddard Ranch Ct Ste 100, Morrison, CO 80465",ChIJOUAJALR2a4cR3ykKFeiCRts
"Lakewood Garage Door",electrician,Lakewood, CO,https://lakewoodgaragedoor.biz/,+1 303-202-1233,"1315 Nelson St #8, Lakewood, CO 80215",ChIJm_DeqbGGa4cRZWOjqqy6VAg
"Electrician | LG Electrical",electrician,Lakewood, CO,https://www.denverelectriciannearme.com/,+1 720-698-7043,"9619 W Titan Rd Unit B, Littleton, CO 80125",ChIJ8UP5sAN3BKURAvaPmk2OUo8
"Mr. Appliance of Golden - Lakewood",electrician,Lakewood, CO,https://www.mrappliance.com/golden/%3Fcid%3DLSTL_MRA-US000194%26utm_source%3Dgmb%26utm_campaign%3Dlocal%26utm_medium%3Dorganic,+1 303-416-7066,"10200 W 44th Ave #140, Wheat Ridge, CO 80033",ChIJQSOrWI-Ha4cRh0afRqakuaQ
"Quality Home HVAC",electrician,Lakewood, CO,https://www.qualityhomehvac.com/,+1 970-427-0720,"9197 W 6th Ave suite 1100, Lakewood, CO 80215",ChIJaTaHFxyHa4cREYevOjBg0a8
"Lakewood Electric",electrician,Lakewood, CO,https://lakewood-electric.com/,+1 303-879-0322,"1315 Nelson St #7, Lakewood, CO 80215",ChIJf0PdCzCHa4cRx9Nh2R0a49w
"Copperhead Electric",electrician,Lakewood, CO,https://www.copperheadelectricco.com/,+1 303-809-8425,"145 S Depew St, Lakewood, CO 80226",ChIJ1S2ViOyBa4cRDtVrBGFZOa0
"Colorado Electric Corp",electrician,Lakewood, CO,https://coloradoelectriccorp.com/,+1 720-979-2025,"9960 W 8th Ave, Lakewood, CO 80215",ChIJgyGYSnVBG6kRoi_nzFvekYg
"Electric Sun LLC",electrician,Lakewood, CO,http://www.electricsundenver.com/,+1 269-330-0615,"1240 S Reed St, Lakewood, CO 80232",ChIJnWtG1NmBa4cRR2WdoEKZDNQ
"EMR Electric LLC",electrician,Lakewood, CO,http://emrcolorado.com/,+1 720-388-4620,"11155 W 17th Ave, Lakewood, CO 80215",ChIJwzpAYX_1wacRUaqMgDJyoTk
"Legacy Electrical Contractors",electrician,Lakewood, CO,https://www.legacyelectrical.com/,+1 970-485-2683,"609 US-24 Bay B, Leadville, CO 80461",ChIJyavQ2I46A4cRLAZvDUYj50s
"McBride Lighting & Electrical Services",electrician,Lakewood, CO,https://www.mcbridelighting.com/,+1 303-778-8787,"16026 W 5th Ave, Golden, CO 80401",ChIJbTdRf4-Ea4cR2fM79UcmPZA
"Integrity Electrical Solutions, LLC",electrician,Lakewood, CO,http://www.integrityele.com/,+1 303-761-6176,"221 Corporate Cir Ste N, Golden, CO 80401",ChIJkSaBUXWAbIcRglw3rfB3nOA
"Colorado Auto Electric",electrician,Lakewood, CO,https://www.coloradoautoelectric.com/,+1 303-408-9122,"7800 W Colfax Ave, Lakewood, CO 80214",ChIJL8-wBy-Ha4cR5_FOe6AuDsw
"SJO Electric",electrician,Lakewood, CO,http://www.sjoelectric.com/,+1 303-400-4321,"6445 W 53rd Ave, Arvada, CO 80002",ChIJCTfGONCHa4cR66-HkmXP-NI
"Summit Peak Electrical",electrician,Lakewood, CO,https://www.summitpeakelectrical.com/,+1 720-223-2035,"6795 W 3rd Ave, Lakewood, CO 80226",ChIJaTZ4DqA4SS4ROfKapGEWKY4
"Stagg Electric",electrician,Lakewood, CO,https://stagg-electric.com/,+1 720-772-6345,"1590 Yates St Apt 801, Denver, CO 80204",ChIJk9YJHFtLaYcRKunZmQYYlVY
"Rexel",electrician,Lakewood, CO,https://www.rexelusa.com/locations/CO/Denver/7325%3Futm_source%3Dlocal-listings%26utm_medium%3Dorganic%26utm_content%3DGMB,+1 303-572-7100,"425 Quivas St, Denver, CO 80204",ChIJeUvMYzh_bIcRTiATtqIYaQw
"Ladies First Heating and Cooling",electrician,Lakewood, CO,https://www.ladies1sthvac.com/,+1 303-913-2986,"7900 W Layton Ave Unit 800, Littleton, CO 80123",ChIJfRsPBvaAa4cRO3s7jbvBhuQ
