business_name,trade,city,site_url,phone,address,place_id
"Access Electrical",electrician,Aurora, CO,https://accesselectrician.com/%3Futm_source%3DGoogle%26utm_medium%3DOrganic%26utm_campaign%3DGMB,+1 720-477-0487,"2000 S Kingston Ct, Aurora, CO 80014",ChIJ_84TP199bIcRqH7RS3W5C7s
"Flowers Electric",electrician,Aurora, CO,https://flowerselectricians.com/,+1 720-390-2077,"12093 E Ohio Ave, Aurora, CO 80012",ChIJv_yvswEzticReunSxyu47TE
"F & F electric",electrician,Aurora, CO,http://ffelectricdenver.com/,+1 720-276-6045,"8099 S Blackstone Pkwy, Aurora, CO 80016",ChIJQZx_anmJbIcRKLNx24IlxGc
"AMP Electric",electrician,Aurora, CO,http://ampelectric.info/,+1 303-963-6711,"14802 E Grand Pl, Aurora, CO 80015",ChIJCU8ifOyIbIcRhBzjkJSGA5s
"JJ Electric (Jeremiah James Electric LLC)",electrician,Aurora, CO,http://www.jjelectric.biz/,+1 720-831-9544,"2084 S Oswego Way Unit 102, Aurora, CO 80014",ChIJ-XcFxsJKAyoR5UIAla0hMvs
"Upstanding electric LLC",electrician,Aurora, CO,https://upstandingelectric.com/,+1 303-598-2651,"5001 S Parker Rd, Aurora, CO 80015",ChIJHzJzjc-JbIcRSLML-uTYsnA
"CT Electrical Services",electrician,Aurora, CO,https://ctelectricalco.com/%3Futm_source%3Dgooglebusinessprofile%26utm_medium%3Dorganic,+1 720-298-5891,"12445 E 39th Ave #211, Denver, CO 80239",ChIJF6aiee59bIcRm9COKA9BzEk
"Done Plumbing, Heating, Cooling & Electric",electrician,Aurora, CO,https://itsdone.com/%3Futm_source%3Dgoogle%26utm_medium%3Dbusinesslisting%26utm_campaign%3Ddne-brand_gmb_1023%26utm_content%3Ddne-brand,+1 303-218-9401,"541 Norfolk St, Aurora, CO 80011",ChIJBeI7N3NjbIcRkK7I30zT9z8
"Pro Tech Automotive",electrician,Aurora, CO,https://www.protechaurora.com/,+1 303-351-4286,"343 Airport Blvd Unit 100 Suite 100, Aurora, CO 80011",ChIJuXFS63NjbIcRcS4Z3AMtTvI
"Yanni Electric, LLC",electrician,Aurora, CO,http://www.yannielectric.com/,+1 303-908-6195,"22433 E Weaver Dr, Aurora, CO 80016",ChIJf7-ye22MbIcRxguz1Y3mmrM
"Centerfield Electric",electrician,Aurora, CO,https://centerfieldelectric.com/%3Futm_source%3Dgoogle-gmb-maps%26utm_medium%3Dgmb-website-button%26utm_campaign%3Dlocl.io%26utm_content%3De69eca31-0cc9-40ec-8e76-a501477a2d9a,+1 720-427-3988,"25223 E 2nd Ave, Aurora, CO 80018",ChIJq2CAdudhbIcRnXY_c8xq3TA
"Allstar Electrical Services",electrician,Aurora, CO,http://www.allstarelectrical.com/,+1 303-399-7420,"3311 E 42nd Ave, Denver, CO 80216",ChIJuZzI-np5bIcRBPphubd3ECc
"Douglas-Electric LLC",electrician,Aurora, CO,https://www.douglas-electricllc.com/,+1 720-884-7246,"655 Willow Run Cir, Elizabeth, CO 80107",ChIJrfLT5X_BbIcRWqwcv6ErRtc
"Cu Solutions",electrician,Aurora, CO,https://thecusolution.com/,+1 303-792-4999,"7770 E Iliff Ave Ste E, Denver, CO 80231",ChIJh3Jbk8KPbIcRxAmkybiv2mo
"TAG Electrical Co",electrician,Aurora, CO,http://tagelectricco.com/,+1 720-737-9679,"6300 E Hampden Ave Ste 3, Unit 374, Denver, CO 80222",ChIJrfcdiCGZQysR1apYlMgoElk
"Stubblefield Electric",electrician,Aurora, CO,https://www.stubblefieldelectric.com/,+1 303-376-4057,"4155 E Jewell Ave Ste 1110, Denver, CO 80222",ChIJHbIe1zmPbIcRBk9L6M3tRzs
"Mr. Electric of Littleton, CO",electrician,Aurora, CO,https://www.mrelectriclittleton.com/,+1 720-797-9982,"5575 S Sycamore St Ste 312, Littleton, CO 80120",ChIJAdKdhxiBbIcRXTAN5F5Mtxs
"Positive Energy Electrical Corp.",electrician,Aurora, CO,https://www.positiveenergycolorado.com/,+1 303-913-2343,"2875 Niagara St, Denver, CO 80207",ChIJWUVPsAV7bIcRPsXkN_M3XcQ
"Aurora Electricians Services",electrician,Aurora, CO,https://auroraelectriciansservices.com/,+1 303-955-3707,"16302 E 2nd Ave #160, Aurora, CO 80011",ChIJl8KQayljbIcRbTYQbQErqE4
"Montclair Electric",electrician,Aurora, CO,https://montclair-electric.com/,+1 720-715-9492,"695 Billings St #6, Aurora, CO 80011",ChIJV9CUyU1jbIcR0LT2dPhqRLU
"Danelectric LLC",electrician,Aurora, CO,https://danelectric.co/,+1 720-919-0494,"20476 E Grand Ln, Aurora, CO 80015",ChIJSdpNw8p85C4RYS_flDl9uS8
"R&A Enterprises of Denver",electrician,Aurora, CO,http://www.radenverelectric.com/,+1 303-653-7232,"4720 S Santa Fe Cir #8, Englewood, CO 80110",ChIJi2vuPT-AbIcRz7zTgQK0MPQ
"Ulster Electric",electrician,Aurora, CO,https://www.ulster-electric.com/,+1 720-794-0045,"1414 Ulster St, Denver, CO 80220",ChIJIcwzG_59bIcRcpqdLqyJ-SE
"Braga Outdoor Lighting",electrician,Aurora, CO,https://bragaoutdoorlighting.com/,+1 888-638-8937,"18172 E Arizona Ave Unit B, Aurora, CO 80017",ChIJX6H4UYkKmg4RW2YDO7ym4ns
"SunTalk Solar",electrician,Aurora, CO,http://www.suntalksolar.com/,+1 303-904-2268,"9900 51st Ave, Denver, CO 80238",ChIJoy0-mB57bIcRsTVyOKWnV9U
