business_name,trade,city,site_url,phone,address,place_id
"Endeavor Exteriors",roofer,Aurora, CO,https://www.endeavorexteriors.com/%3Fy_source%3D1_MjM0MDY4NTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,+1 720-410-9511,"7808 Cherry Creek S Dr #401, Denver, CO 80231",ChIJq6qqqv59bIcR253YhNCDQg0
"Roof Brokers, Inc.",roofer,Aurora, CO,https://www.roofbrokersinc.com/,+1 303-750-1900,"2222 S Fraser St Unit 1, Aurora, CO 80014",ChIJbfcbPSaIbIcRtTnTbnX5n4U
"Colorado Roofers",roofer,Aurora, CO,http://www.coroofers.com/,+1 720-891-5362,"2600 S Parker Rd #237, Aurora, CO 80014",ChIJ_VARHvSHbIcRf1sT3g4qYng
"Pinnacle Roofing Associates LLC Roof Repair and Replacement",roofer,Aurora, CO,https://pinnacleroofingassociates.com/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-listing,+1 303-854-6614,"18121 E Hampden Ave Unit C-228, Aurora, CO 80013",ChIJyaG7M72JbIcRbMQM3zpU-tU
"Falcon's Eye Roofing & Construction",roofer,Aurora, CO,https://falconseyeroofing.com/,+1 303-400-2900,"20685 E Oxford Pl, Aurora, CO 80013",ChIJW8eTkDQMXGwRqvBOQ3jjJGA
"Monumental Construction LLC",roofer,Aurora, CO,https://www.monumentaldenver.com/,+1 303-947-4652,"4343 S Buckley Rd #305, Aurora, CO 80015",ChIJhxIwCP2ObIcRnNXW8fX0i-E
"Platinum Exteriors",roofer,Aurora, CO,https://platinumexteriorsco.com/,+1 720-300-0781,"14261 E 4th Ave, Aurora, CO 80011",ChIJCRHb3lTrQyIR7Q10CME1ZUE
"Triple J Inc Roofing",roofer,Aurora, CO,http://triplejincroofing.com/,+1 720-459-4313,"19118 E Lasalle Pl, Aurora, CO 80013",ChIJ2TqbNu6JbIcRxubDQvjZGb8
"Prestige Exteriors",roofer,Aurora, CO,http://prestige-ext.com/,+1 970-227-9882,"6750 S Riviera Ct Unit 1021, Aurora, CO 80016",ChIJjecUdkfLbocRCiCQByHj6tQ
"Astra Roofing",roofer,Aurora, CO,https://astraroofs.com/,+1 630-277-3759,"2426 Baldwin Ct, Aurora, IL 60503",ChIJPQSKDJzxDogR3eVnxTCkuG4
"Atlas Roof Roofing Companies & Roof Repair",roofer,Aurora, CO,https://roofreplacementaurora.com/,+1 331-212-8509,"1444 N Farnsworth Ave #100, Aurora, IL 60505",ChIJ53JvMXj7DogR5HFLJ8gl-BI
"Semper Fi Restoration Inc",roofer,Aurora, CO,https://www.semperfirestoration.com/,+1 720-902-7802,"2821 S Parker Rd Ste 2-0425, Aurora, CO 80014",ChIJXx0dpH9tbIcRQDL3FGQx63Y
"A & J Roofing Corporation",roofer,Aurora, CO,https://trustaandj.com/,+1 630-855-7663,"1585 Beverly Ct Ste 112, Aurora, IL 60502",ChIJWQr0GXrqsAsRMoSnlGw_EI8
"McCanan Construction",roofer,Aurora, CO,https://mccananconstruction.com/,+1 720-710-8792,"2851 S Parker Rd Ste 426, Aurora, CO 80014",ChIJJ1XvZ8aJbIcRKhMeR7Pl2GA
"T Bare Roofing",roofer,Aurora, CO,https://tbareroofing.com/,+1 303-418-8366,"9034 E Easter Pl #203, Centennial, CO 80112",ChIJT1S0ZrCHbIcRoYn4OtSOj9s
"Rock Canyon Roofing",roofer,Aurora, CO,https://rockcanyonroofing.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,+1 720-366-3008,"350 W Kiowa Ave Ste 2, Elizabeth, CO 80107",ChIJt6EDi6nBbIcRlgA0mmN8j_0
"Rocky Exteriors",roofer,Aurora, CO,https://rockyexteriors.com/,+1 720-399-7440,"16700 E 2nd Ave, Aurora, CO 80011",ChIJi9LPI0NjbIcRai1PcGDNvX0
"Kirby’s Roofing and Exteriors",roofer,Aurora, CO,http://www.kirbysroofingllc.com/,+1 720-460-6895,"58355 E Evans Pl, Strasburg, CO 80136",ChIJN0eibDu9jKYResHXWp8Ocag
"High Impact Roofing & Exteriors - Denver",roofer,Aurora, CO,https://www.highimpactco.com/%3Futm_campaign%3D93849287-google-my-business%26utm_source%3Dorganic%26utm_medium%3Dgoogle_my_business,+1 720-325-5129,"333 W Hampden Ave Ste 715, Englewood, CO 80110",ChIJ3YjPgCuFa4cRjEqUe-dywYY
"All Seasons Exteriors",roofer,Aurora, CO,https://www.allseasonsexteriorsco.com/,+1 720-615-0383,"7290 Samuel Dr Ste 300, Denver, CO 80221",ChIJLR9mQQ93bIcRG7rgq7OB_9s
"Roofing Systems Int'l of Aurora",roofer,Aurora, CO,http://www.roofingsystemsaurora.com/,+1 720-500-6333,"18121 E Hampden Ave #C532, Aurora, CO 80013",ChIJRcQzM72JbIcRDOPGqc52Zdc
"Mountain States Home Improvement Inc.",roofer,Aurora, CO,http://www.mountainstatesroofinginc.com/,+1 303-346-6010,"12343 E Cornell Ave, Aurora, CO 80014",ChIJI1GmT9qIbIcRfrXmQto0Kxs
"C Property Restoration",roofer,Aurora, CO,https://cpropertyrestoration.com/,+1 303-340-8979,"15461 E Batavia Dr Ste b, Aurora, CO 80011",ChIJnSDw5nJjbIcRf4ZBwoGX1Oo
"Roofcorp Of Metro Denver",roofer,Aurora, CO,https://www.roofingexperts.com/,+1 303-548-5000,"1685 S Colorado Blvd #240, Denver, CO 80222",ChIJl_P70E9_bIcRZDwETwSm6oc
"America's Best Contracting Inc.",roofer,Aurora, CO,https://www.solutions5280.com/,+1 720-643-7822,"2443 S Lima Way, Aurora, CO 80014",ChIJLabRjgqHbIcRtdCVUqC7q_4
"RAAZ Roofing & Construction, LLC",roofer,Aurora, CO,http://raazroofing.com/,+1 719-775-8687,"223 Main St, Limon, CO 80828",ChIJPTwT0HlRbYcRdyzeyDuqgvc
"A1 Contracting, Inc",roofer,Aurora, CO,https://www.a1contractingdenver.com/,+1 303-503-2576,"280 E Colfax Ave, Bennett, CO 80102",ChIJ72x5JSSAbIcRQfpZTbJS_Yc
"Wyndhill Roofing Denver",roofer,Aurora, CO,https://www.wyndhillroofing.com/service-areas/denver-roofing,+1 720-233-2321,"7167 E 53rd Pl, Commerce City, CO 80022",ChIJ5XuiU11HE4cRbJRR__9uYbo
"Roof Right Restoration, LLC",roofer,Aurora, CO,https://roofrightrestoration.com/,+1 303-362-1120,"1066 Black Saddle St, Elizabeth, CO 80107",ChIJWbRsYinBbIcRoMEaM_h96Ew
"SKYYGUARD",roofer,Aurora, CO,http://www.skyyguard.com/,+1 720-527-2108,"2795 W Iliff Ave, Denver, CO 80219",ChIJ_06ygaOBa4cRYPkwKdXdT7I
